"","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday","RainTomorrow","Location_Canberra","Location_Adelaide","Location_Melbourne","Location_Sydney","Season_fall","Season_spring","Season_winter","Season_summer","WindGustDir_NNW","WindGustDir_SW","WindGustDir_SSW","WindGustDir_N","WindGustDir_WNW","WindGustDir_WSW","WindGustDir_ENE","WindGustDir_SE","WindGustDir_ESE","WindGustDir_W","WindGustDir_S","WindGustDir_NW","WindGustDir_NE","WindGustDir_E","WindGustDir_SSE","WindGustDir_NNE","WindDir9am_SE","WindDir9am_S","WindDir9am_N","WindDir9am_NE","WindDir9am_NW","WindDir9am_ESE","WindDir9am_SW","WindDir9am_W","WindDir9am_WSW","WindDir9am_SSW","WindDir9am_NNE","WindDir9am_WNW","WindDir9am_E","WindDir9am_NNW","WindDir9am_SSE","WindDir9am_ENE","WindDir3pm_NW","WindDir3pm_SW","WindDir3pm_SSE","WindDir3pm_WSW","WindDir3pm_N","WindDir3pm_WNW","WindDir3pm_ESE","WindDir3pm_SE","WindDir3pm_W","WindDir3pm_S","WindDir3pm_NNW","WindDir3pm_SSW","WindDir3pm_NNE","WindDir3pm_ENE","WindDir3pm_E","WindDir3pm_NE"
"660",7.5,16.4,0,3.6,9.9,54,"WNW","W",22,28,54,40,1013.4,1011,2,2,9.7,15.2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"661",20.5,26.3,3.2,3.6,7.6,26,"WNW","E",13,15,81,69,1018.1,1016,3,5,23,25,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"662",8.5,17.7,0,1.8,5.7,30,"ESE","W",7,4,49,39,1031.2,1028.4,7,7,14.5,15.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"663",0.5,20.3,0,8,7.6,44,"NW","NW",7,33,71,39,1016.7,1013.1,7,1,11.6,18.9,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"664",10.7,20.7,0,5.2,3.1,35,"SSE","E",6,17,81,47,1036.5,1035,7,6,13.7,19.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"665",20,26.8,0,9,4.7,59,"NNE","ENE",17,9,61,68,1006.4,1004.2,1,6,24.5,24.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"666",8.7,19.7,0,2.6,10.8,28,"WNW","E",22,11,75,52,1026.4,1022.9,1,1,11,17.9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"667",16,31.9,0,8,5.7,48,"N","SSW",19,17,15,40,1003.6,1001.3,0,0,28.7,24.9,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"668",4.1,16.4,0,2.4,8.6,31,"ESE","ENE",9,11,77,73,1022.9,1019,5,8,12.6,15.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"669",13,19,2,2,1.5,48,"N","W",22,24,73,53,1010.7,1012.7,7,7,14.4,18,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"670",9.1,20.1,0,4.2,6.8,28,"NE","W",9,11,70,47,1021,1018.8,8,8,13.6,19.7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"671",20.5,34.9,0,9.4,9.2,59,"NE","NNE",9,15,68,33,1007.1,1000.9,7,7,24.6,34,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"672",15,29.5,0,5.7,5.7,31,"SE","ESE",2,9,61,33,1022.3,1019.9,3,7,20.4,28.2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"673",11.5,24.3,0,5.4,11.8,33,"ESE","ESE",6,11,58,34,1018.7,1016.8,3,6,16.3,23.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"674",8.7,20.4,0,4,9,41,"NNE","NNE",9,19,60,37,1025,1021.5,6,2,13.7,19.3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"675",8.1,21,0,3.6,9.7,35,"WNW","N",13,17,82,34,1026.5,1021.5,1,0,9.8,20.4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"676",19.4,27.5,0.6,6.4,8.5,31,"SSW","SSE",13,22,73,60,1017.2,1016.6,8,8,23,26.8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"677",11.5,14.3,0,3,1,57,"N","N",28,22,73,63,1016.3,1012.9,8,7,12.2,13.3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"678",4.4,16.4,2,5.7,8.6,61,"NNW","WNW",30,37,88,45,1015.1,1013.4,7,1,10.4,14.2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"679",7.8,21.2,0.2,2.8,10.9,35,"W","N",2,6,68,49,1021.5,1017.6,5,7,12.2,20.2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"680",5.4,15.5,0,1.6,5.8,20,"SSW","NNE",7,7,80,58,1028.6,1025.5,7,1,9.4,14.9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"681",12.9,24.1,0,9.4,8.4,48,"W","W",22,17,55,32,1006.3,1005,8,7,15.9,20.9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"682",14.3,29.3,0,3.8,5.7,24,"SSW","SSW",13,7,53,35,1010,1008.9,8,1,20.7,27.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"683",17.5,25.4,0,7.2,9.3,67,"NW","WSW",13,17,70,42,999,996.9,5,7,19,23.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"684",8.2,22.8,4.2,3.8,6.8,44,"SSE","ESE",24,24,49,33,1015.9,1015.5,2,1,13.2,21,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"685",19.2,30.3,0,2.4,6.8,48,"NNE","W",17,22,18,33,1009.2,1011.7,8,8,28.1,26.2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"686",8.2,16.5,1.4,4.6,8.2,52,"SW","S",30,20,67,52,1018.8,1020.8,6,6,11.1,14.3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"687",16.1,24.2,0.2,7,6.7,39,"SW","SE",24,26,61,41,1015,1014.8,7,1,17.8,23,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"688",13.6,27.8,0,4.2,7.6,26,"WSW","ENE",9,7,56,28,1019.9,1016.3,6,5,18.5,27.3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"689",14.7,27.7,0,8,5.7,50,"NW","WNW",13,24,68,28,1014.6,1010.9,4,8,19.3,26.8,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"690",11.9,17.8,0.2,0.2,2.3,20,"W","ESE",11,7,85,46,1026.8,1023.8,7,7,12.7,16.1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"691",6.5,14.1,4.8,2.4,4.2,56,"W","WSW",22,26,73,49,1019,1018.8,7,7,9.4,14,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"692",7.1,17.1,0,3.4,9.7,39,"W","WNW",17,17,60,37,1023.1,1020.1,1,6,9.7,16.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"693",25,33.2,0,7.2,9.5,28,"E","SE",6,13,61,49,1006.4,1005.7,6,7,30.1,32,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"694",14.3,20.7,1.4,4.4,4.5,46,"SW","WSW",22,19,59,44,1013.7,1013.8,6,4,16.7,20.4,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"695",9.9,18.2,0,2.8,3.6,24,"SW","SSE",9,9,74,52,1024.6,1022.5,1,1,12.3,17.6,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"696",15.8,29.8,0,4.6,5.5,39,"N","WNW",7,4,81,40,1021.4,1018.2,7,5,18.4,29,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"697",12.6,19.1,5.4,2.8,0.5,30,"SSW","SE",15,17,77,58,1020.1,1017.9,6,8,15.3,17.4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"698",14,19.6,7.4,5.7,7.6,87,"N","WNW",24,46,95,49,1001.3,996.7,8,8,16.8,19.3,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"699",8.8,19.4,0,4,10.1,48,"W","WNW",19,11,57,34,1024.3,1020.5,1,0,11.1,19,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"700",10.9,18.1,0,8,3.6,20,"NW","SW",6,11,75,58,1031,1029.3,7,7,13.9,17,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"701",10.9,20.8,0.2,4.2,11,28,"W","ESE",15,17,56,49,1021.1,1017.8,1,1,17.3,19.1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"702",16.7,24.8,0.2,4,7.2,22,"W","ESE",19,13,84,55,1019.1,1016.9,4,6,17.5,24.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"703",9.4,21.5,0,5,6.6,31,"E","NE",9,13,67,49,1015.7,1011.6,8,4,12.3,19.4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"704",10.7,13.9,0.4,3.4,0.7,48,"N","NNW",33,20,70,79,1016,1013.5,7,7,12.3,13.3,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"705",10.7,28.2,0,6.2,8.6,22,"NW","WSW",7,11,46,31,1022.8,1018.3,1,0,18.3,26.7,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"706",11.2,19.2,0,4.6,9.8,67,"SW","WSW",20,33,59,27,1017.5,1016,8,7,13.9,18.2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"707",-2,20,0,8,6.8,46,"NW","NNW",9,28,63,44,1021.9,1017.1,8,6,9.6,19.2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"708",-2.6,13.4,0.2,0.8,3.8,31,"SSE","ESE",9,17,86,58,1026.1,1023.6,4,8,5.3,11.7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"709",10.4,16.1,4,1,6.3,33,"S","SW",7,11,75,51,1024.9,1025.5,4,2,13.4,15.7,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"710",12.1,22,2.2,4,3.2,35,"WNW","ESE",11,24,64,71,1016.3,1014,7,7,17.7,19.1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"711",15.1,27.2,0,5.7,10.8,33,"WNW","NE",4,13,49,23,1011.3,1008.5,8,1,18.4,26.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"712",15,30.6,0,5.7,8.6,33,"SE","N",9,13,74,39,1015.6,1010.8,8,7,18,27.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"713",15.1,22.6,0.4,4,9.6,37,"SW","S",11,28,78,53,1022.8,1022.9,5,6,15.6,21.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"714",4.1,14.2,1.2,4.2,7.6,57,"NW","WNW",19,28,64,39,1014.8,1014,8,8,8.1,12.9,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"715",9.1,13.6,2.6,5.2,4.2,81,"NNW","WNW",28,50,55,63,997.2,999,6,7,10.5,11.9,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"716",10.2,19.8,0.6,4.8,10.4,59,"W","S",22,28,53,42,1018.3,1017.7,7,2,13.1,17.5,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"717",16.3,26.2,0,3.8,10.9,39,"W","ESE",19,19,67,41,1016,1013.8,0,2,19,25.4,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"718",15.5,22,7.8,1.4,5.1,72,"NNW","WNW",19,31,74,38,997.8,996.3,7,6,17.5,16.9,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"719",14.6,26.5,0,5.7,8.6,67,"NW","WNW",33,35,55,62,1004,1002.7,8,8,21.8,20.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"720",11.6,31.4,0,8,8.6,39,"ESE","SE",7,11,67,26,1019.1,1016.3,6,1,19.3,30.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"721",10,19.5,0,3.8,3.9,31,"N","NE",13,7,57,48,1015.4,1011.3,6,7,14.7,17.8,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"722",7.6,18.1,0,3,10.3,50,"W","W",20,20,50,30,1016.3,1013.4,2,3,11.3,17.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"723",9,26.5,0,3.8,11.2,72,"N","N",33,35,42,29,1015.6,1011.7,1,1,19.3,25.6,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"724",-2.1,16.3,0,8,7.6,24,"NNW","NNW",7,13,99,57,1032.5,1028,1,2,3.5,14.9,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"725",8.4,19.9,0,11.2,10.6,24,"ESE","SSW",6,9,52,44,1028.1,1024.7,7,5,15.6,19.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"726",22.5,27.8,4.8,3,0,59,"N","E",24,20,75,91,1007.8,1004.5,7,8,26.4,24.1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"727",11.8,17.9,2.8,2.6,2.1,41,"SW","SSW",15,20,69,65,1023,1019.4,2,6,14.1,16.9,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"728",9,20.6,2.4,1.2,9.4,26,"N","SSW",7,6,69,48,1019.8,1017.5,6,8,15.5,19.8,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"729",10.6,18.9,16.6,6,5.5,56,"NNW","N",13,30,68,52,997,995.5,7,5,14.8,18,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"730",9.2,17.9,0,4,10,46,"WSW","W",22,13,41,23,1017.6,1018.1,7,7,11.7,17.3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"731",11.3,20.2,0,8,6.4,39,"N","WSW",9,20,57,47,1022.1,1020.6,8,8,15.1,19.7,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"732",13.4,28,0,6.4,12.5,28,"WSW","NE",9,13,65,42,1019.8,1017.6,5,4,16.7,26.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"733",11.8,19.5,7.4,2,10.1,41,"SE","ESE",19,20,56,41,1027.4,1026.5,6,3,15.7,18.3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"734",21.2,26.8,0,11.6,11.4,46,"WSW","WSW",24,26,71,41,1008.3,1009.9,5,8,21.9,25.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"735",3.3,19,0,7.6,9.8,41,"S","SE",28,22,62,33,1020,1017,1,7,11.9,18.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
