"","Date","Season","Location","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday","RainTomorrow"
"1262",2008-07-22,"winter","Melbourne",6.2,12.6,2.4,1.6,4.4,"SSW",41,"WSW","SSW",15,13,78,62,1029,1029.2,6,6,8,12.1,1,0
"1264",2012-08-04,"winter","Sydney",7.2,20.8,0,2.4,10.2,"W",35,"W","NW",22,6,60,27,1017.9,1014.3,3,2,9.9,20.3,0,0
"1265",2011-03-26,"fall","Melbourne",15,18,0.2,3.2,0.1,"S",37,"SSW","S",17,28,60,63,1024.4,1024.4,7,8,15.6,17.2,0,0
"1267",2008-10-02,"spring","Melbourne",14.4,24.5,0,9,11.3,"N",56,"WSW","NNW",22,11,59,44,1014.5,1011.3,5,1,17.6,22.1,0,0
"1268",2011-10-12,"spring","Adelaide",7.7,19.9,0,3.4,11.4,"W",30,"E","WSW",13,15,56,43,1021.2,1018.1,7,4,14.1,19.4,0,0
"1270",2012-11-19,"spring","Adelaide",10.5,30.9,0,13.6,6.8,"E",41,"NE","NW",17,11,34,13,1018,1015.5,3,6,20.8,29.9,0,0
"1272",2012-02-14,"summer","Melbourne",16,29,0,4.8,10.4,"SSE",33,"WSW","S",11,15,80,48,1020.3,1017.3,7,2,17.7,27,0,0
"1273",2016-06-30,"winter","Adelaide",9.9,14.4,1.6,5.7,6.8,"W",50,"NW","WSW",17,24,87,53,1012.9,1014.9,1,4,12.1,13.2,1,1
"1274",2016-01-17,"summer","Canberra",7.4,25.7,0,8,7.6,"ESE",35,"ESE","NNE",9,11,61,30,1024.7,1020.2,5,7,16.5,25,0,0
"1275",2016-08-11,"winter","Adelaide",6.2,16,8.2,2.4,7.6,"WSW",39,"NNW","W",4,11,86,53,1023.2,1022.8,8,1,11.3,15.1,1,0
"1276",2015-09-09,"spring","Canberra",-2.7,16.1,0,5.7,8.6,"NNW",30,"NNE","NW",7,20,80,54,1024.4,1022.7,8,8,6.6,15.3,0,0
"1277",2012-08-09,"winter","Melbourne",8.1,11.6,3.4,0.8,5.3,"SSW",78,"WSW","SSW",30,30,68,63,1018.1,1018.9,3,7,9.3,10.9,1,1
"1278",2008-10-10,"spring","Melbourne",8,26.3,0,4.4,12,"SSE",46,"N","WNW",24,9,60,18,1028,1024.2,0,1,13.3,24.9,0,0
"1279",2008-01-24,"summer","Canberra",10.3,27.8,0,6.4,9.9,"ENE",35,"SE","NE",6,11,64,29,1021.3,1018.1,3,6,17,26.3,0,0
"1281",2014-06-03,"winter","Sydney",10.5,20.3,0,1.8,9.9,"W",39,"WSW","WNW",9,17,70,42,1018.4,1016.2,1,1,13.2,19.5,0,0
"1282",2009-01-24,"summer","Adelaide",17.7,24.4,1,4.2,12.4,"WSW",59,"SW","WSW",19,17,48,41,1013.1,1013.6,7,7,18.8,22.9,0,0
"1283",2017-04-05,"fall","Canberra",3.7,19.2,0,2.4,5.7,"E",28,"SSE","NE",9,15,78,51,1028.1,1023.5,8,8,12.7,18.1,0,0
"1284",2013-06-05,"winter","Melbourne",12,14.2,0,0.8,0.2,"N",63,"NNE","NNE",17,28,75,63,1023.2,1019.1,7,7,12.5,14,0,0
"1285",2015-12-02,"summer","Canberra",12,23.2,1.4,2.4,7.6,"E",41,"WNW","WSW",15,9,46,24,1013.5,1014.9,3,1,16.8,21.5,1,0
"1286",2016-08-26,"winter","Sydney",7.3,17.3,0,4.6,7.8,"W",43,"W","S",20,20,57,50,1018.7,1017.6,7,7,10.4,16.4,0,1
"1287",2016-02-10,"summer","Adelaide",16.9,34.7,0,5.7,6.8,"WSW",30,"SW","WSW",6,15,32,25,1015.2,1012.3,1,5,24.2,33.4,0,0
"1288",2014-12-13,"summer","Adelaide",16.7,35.9,0,2.4,5.7,"WSW",43,"NNE","WNW",15,22,20,13,1012.3,1009.1,7,8,29.1,34.6,0,0
"1289",2009-02-10,"summer","Canberra",12.5,23.8,0,4.6,4.4,"ENE",35,"SE","ENE",13,13,77,58,1011.3,1009.1,8,6,14,21.5,0,0
"1290",2014-06-20,"winter","Canberra",2.5,16.7,0,4.2,5.7,"NW",43,"NW","W",26,26,80,47,1020,1016.8,8,8,10.8,14.2,0,0
"1291",2016-11-13,"spring","Melbourne",11.7,19,2,7.2,1.7,"S",50,"N","NNW",17,4,69,60,993.5,992.8,7,7,13.4,18.4,1,1
"1292",2014-10-22,"spring","Canberra",9.7,24.9,0,8,7.6,"NNW",31,"SW","NW",6,20,79,52,1026.1,1019.8,8,8,11.2,24.1,0,0
"1293",2017-01-30,"summer","Adelaide",24.6,28.7,0,8,5.7,"SW",59,"SW","SW",4,9,47,66,1010.2,1009.6,8,8,28.1,28.6,0,0
"1294",2008-11-24,"spring","Adelaide",14.1,28.3,0,15.4,11.5,"ESE",44,"WSW","SW",11,13,48,26,1009.8,1006.1,1,1,18.4,26.7,0,0
"1296",2017-06-21,"winter","Sydney",8.6,19.6,0,2,7.8,"SSE",37,"W","SSE",22,20,73,52,1025.9,1025.3,2,2,10.5,17.9,0,0
"1297",2013-12-21,"summer","Melbourne",15.1,21.4,0,8.4,0,"SSE",30,"S","SW",17,15,76,61,1016.8,1012.9,5,7,16.8,20.9,0,0
"1298",2012-05-17,"fall","Melbourne",9.4,19.2,0,2,9.3,"NNE",33,"N","NNW",19,11,73,36,1024.6,1021,5,6,11.1,18.6,0,0
"1299",2017-04-15,"fall","Adelaide",9.4,26,0,2.4,8.6,"WSW",20,"W","W",2,7,58,45,1021.4,1017.6,3,4,17.1,25.2,0,0
"1300",2016-02-03,"summer","Canberra",14.2,27.2,0,4.2,8.6,"SW",37,"ESE","SSW",4,26,74,52,1003.5,1002.6,5,8,19,25.9,0,1
"1302",2013-07-31,"winter","Canberra",3.8,15.1,0.2,5.7,5.7,"N",24,"SSW","NNW",6,2,78,58,1026.3,1023.7,8,8,8.7,13.3,0,0
"1303",2015-04-16,"fall","Canberra",7.4,26.6,1.6,5.7,6.8,"NW",37,"ENE","W",6,20,81,28,1023.6,1020.9,1,2,16.9,25.9,1,1
"1304",2017-06-20,"winter","Melbourne",6.4,15.8,0,2.4,8.8,"N",39,"NNE","N",11,17,84,56,1028.1,1024.5,1,7,7.9,15.6,0,0
"1305",2014-07-14,"winter","Adelaide",6.1,11.9,0,3.4,7.6,"ENE",33,"NE","NNE",11,11,59,47,1029.5,1023.3,7,7,8.9,11.6,0,1
"1306",2015-08-30,"winter","Canberra",-2.9,14.5,0,2.4,7.6,"SSE",33,"NNW","W",2,9,89,49,1022.3,1018.8,7,3,3.9,13.5,0,0
"1307",2014-04-01,"fall","Adelaide",19.9,36.8,0,2.8,8.4,"WNW",43,"NE","NNW",13,22,27,17,1013.2,1008.6,3,6,27.5,36.1,0,0
"1308",2014-03-10,"fall","Adelaide",20.3,35.2,0,5.7,1.4,"NNW",28,"NE","WNW",6,13,47,22,1017.3,1016,2,1,25.6,34.2,1,0
"1309",2010-07-27,"winter","Melbourne",3.9,15.1,0,2.8,7.8,"N",20,"N","S",11,13,78,61,1036.1,1031.8,5,7,5.9,13.9,0,0
"1310",2011-01-31,"summer","Sydney",22.2,31.6,0,9.2,12.8,"ENE",33,"ENE","ENE",2,17,72,49,1015,1011.8,7,6,26.1,30,0,0
"1311",2014-06-10,"winter","Adelaide",5.7,19,0,4.4,5.7,"NNE",33,"N","N",17,17,48,41,1027.2,1022.8,7,6,13.6,18.5,0,0
"1313",2008-10-17,"spring","Adelaide",12.8,31,0,5.2,12,"N",30,"N","W",6,13,33,13,1020.3,1017.3,1,2,22,30.5,0,0
"1314",2015-06-17,"winter","Sydney",14.7,17.6,10.8,0.6,0,"NW",30,"N","W",9,7,95,92,1012.5,1009.1,8,8,16,16.4,1,1
"1315",2011-03-10,"fall","Melbourne",15.2,18.7,11.2,1.8,0,"SW",33,"S","S",19,20,91,70,1015.4,1015.6,8,7,15.6,18.1,1,0
"1316",2011-05-28,"fall","Sydney",8.5,17.4,0,3.2,3.1,"SSE",37,"W","S",22,19,75,67,1023.8,1022.5,6,4,10.4,16.8,0,0
"1317",2014-03-24,"fall","Melbourne",12.5,19,4.4,2.4,0,"S",37,"SSW","S",4,24,83,64,1020.7,1019.9,7,7,12.5,18.4,1,0
"1321",2016-07-05,"winter","Melbourne",8.2,12.8,0.6,1.8,0,"SSE",28,"SSW","S",6,13,87,91,1012.9,1010.4,8,8,10.1,11.5,0,1
"1322",2008-10-30,"spring","Canberra",12.5,26.9,0,5,7.1,"NW",46,"SSW","WNW",6,28,69,39,1021,1016.2,6,7,15.8,25.9,0,0
"1323",2010-11-25,"spring","Adelaide",17.3,25.3,11.4,1.4,4.5,"W",20,"NW","SW",6,6,84,57,1018.3,1017.3,1,3,19.3,22.4,1,0
"1324",2009-05-29,"fall","Canberra",2.6,12.9,0,1.4,5.9,"SSW",39,"SE","S",15,24,72,49,1025.7,1024.7,5,7,7.7,12.3,0,0
"1325",2012-10-25,"spring","Adelaide",12.9,17.9,0,4.8,5.7,"W",54,"SSW","WSW",17,22,71,50,1018,1019.8,8,6,14.7,16.9,0,0
"1326",2010-03-23,"fall","Canberra",7.9,26.5,0,4.6,8.6,"N",28,"E","WNW",6,6,96,27,1020.5,1017.6,8,1,11.8,25.7,0,0
"1327",2013-08-15,"winter","Canberra",2.3,13.7,1.4,2.4,5.7,"NNW",33,"NW","NNW",13,24,69,56,1020.5,1020.1,1,1,7.5,12.5,1,0
"1328",2013-09-07,"spring","Canberra",6.5,24.2,0,8,5.7,"WNW",48,"NNW","W",22,24,54,41,1023.6,1021.6,7,8,18.1,22.9,0,0
"1332",2008-04-19,"fall","Canberra",8.4,16.1,0,3,4.9,"SE",35,"SE","ESE",13,22,69,51,1029.5,1027.4,6,7,13.6,15.2,0,0
"1333",2013-12-21,"summer","Adelaide",23.5,27.4,0,8,0,"SE",72,"NE","E",13,15,37,42,1012.1,1008.8,0,5,24.8,26.7,0,0
"1334",2008-07-04,"winter","Melbourne",9.1,14.5,0.6,1.8,4.2,"E",19,"NNW","N",9,7,87,49,1030.2,1029,7,6,10.2,13.1,0,0
"1335",2011-12-08,"summer","Canberra",11.7,22.2,0,5,8.6,"NNE",35,"NNE","NNE",6,24,76,53,1013.2,1011.5,7,6,15.2,21.7,0,0
"1336",2013-06-10,"winter","Sydney",10.5,21.5,0,1.4,3.9,"NNW",28,"W","WNW",13,17,90,67,1021.6,1018.7,2,8,11.1,18.5,0,0
"1337",2011-07-28,"winter","Melbourne",4.6,16,0.2,2.6,9.4,"N",61,"N","N",44,35,70,35,1026.8,1023.6,1,2,8.4,15.6,0,0
"1338",2012-11-04,"spring","Melbourne",12.1,29.1,0,5.4,12.2,"N",54,"N","N",41,30,47,23,1015.4,1012.3,7,7,19.9,28.2,0,0
"1340",2017-05-20,"fall","Adelaide",12.4,20.5,0,5.7,5.7,"NW",28,"NNE","NW",9,11,76,55,1016.3,1014.4,5,6,14.5,20.2,0,0
"1341",2017-05-26,"fall","Sydney",10.6,20.8,0,1.8,9.8,"W",30,"W","S",19,13,58,56,1021.7,1019.7,2,3,14,19.6,0,0
"1342",2012-06-23,"winter","Canberra",-1.5,10.6,0.2,2.4,8,"WNW",48,"SSW","WNW",7,26,95,49,1022.9,1022.5,6,3,3.9,9.3,0,0
"1343",2010-03-16,"fall","Canberra",9.9,26.6,0,4.6,11.5,"ESE",24,"SE","WNW",6,9,72,34,1024.4,1021.9,2,2,14.8,25.3,0,0
"1344",2015-10-21,"spring","Sydney",19.7,27.9,1,7.6,3.4,"NNE",31,"WNW","W",2,9,58,43,1013.8,1011.5,4,7,24.5,26.3,0,1
"1345",2009-08-08,"winter","Melbourne",3.8,16.5,0,3.8,9.7,"N",41,"N","NW",24,22,67,29,1024.8,1020.8,1,7,6.6,15.7,0,0
"1346",2012-02-15,"summer","Adelaide",23.6,28.3,0,7.8,7.8,"SW",33,"SW","W",4,13,59,46,1013,1012.8,3,6,25.3,27.1,0,0
"1347",2017-01-22,"summer","Sydney",20.4,26.5,0,9.1,10.7,"ENE",39,"NE","E",4,22,50,50,1017.9,1015.8,1,4,23.8,26,0,0
"1348",2009-06-19,"winter","Melbourne",5.1,18.2,0,2,7.7,"NNE",44,"N","N",17,24,79,44,1029.7,1025.7,6,5,7,16.7,0,0
"1349",2015-01-10,"summer","Canberra",17.7,27.6,6.2,5.7,7.6,"NW",70,"SE","NNW",9,56,86,84,1010.6,1010.3,4,8,20.3,17.1,1,1
"1350",2016-11-02,"spring","Adelaide",10.2,19.5,0,5.7,7.6,"SW",28,"WSW","W",11,11,54,43,1019.9,1019.6,3,6,14.6,18.5,0,0
"1353",2012-02-08,"summer","Sydney",19.2,24.5,1.4,4,0.4,"ESE",30,"SE","ESE",17,19,68,66,1011.2,1011.5,7,6,22.3,23.2,1,0
"1355",2010-11-05,"spring","Sydney",13.4,19.2,8.4,8.4,2.7,"SE",46,"SE","SSE",17,30,67,53,1023.9,1022.1,7,7,15.2,17.8,1,1
"1356",2013-03-11,"fall","Canberra",12.7,28.1,0,5,7.6,"NNW",30,"NE","ENE",9,13,81,37,1021.2,1018.3,8,8,18.1,26.9,0,0
"1357",2014-03-21,"fall","Sydney",20.4,26.8,1,6,5.2,"NE",39,"NNE","ENE",6,19,75,58,1022.5,1018.9,7,4,21.7,25.2,0,0
"1358",2016-09-07,"spring","Melbourne",9.6,21,0,3.8,10.1,"NNW",43,"NNE","N",11,24,83,45,1029.7,1025.1,6,2,13.1,20.5,0,0
"1359",2015-08-24,"winter","Sydney",15.1,17.4,4.2,1.8,0.6,"E",59,"S","SSE",17,9,90,95,1018.4,1015,8,7,16.3,16.4,1,1
"1361",2009-05-27,"fall","Melbourne",7.6,15.8,0,2,4.6,"SSW",33,"WNW","SSW",9,20,80,86,1022.8,1021.5,4,7,9.6,13.3,0,0
"1362",2013-01-02,"summer","Sydney",20.3,22.9,0,7.4,0.9,"S",52,"SE","SE",17,24,70,61,1013.8,1015.1,7,7,21.8,21.1,0,0
"1363",2014-07-30,"winter","Adelaide",12.7,17.3,3.2,0.4,6.8,"NNW",43,"NW","NW",15,20,88,73,1018.8,1015.6,7,7,13.5,16.3,1,0
"1365",2015-04-29,"fall","Sydney",10.6,18.9,0,4,0.9,"SSE",37,"WNW","SE",20,17,81,77,1030.6,1028.9,6,7,14,17.5,0,1
"1366",2017-04-12,"fall","Sydney",15,22.7,9.4,4.2,2.8,"SSW",43,"W","SSW",19,17,71,75,1023.7,1022.2,7,7,17.4,20.2,1,1
"1367",2013-01-08,"summer","Sydney",20.9,42.3,0,9.8,8.7,"NNW",69,"SSE","NW",4,28,52,14,1005.8,999.1,6,6,27.3,39.8,0,0
"1368",2016-06-24,"winter","Canberra",4.8,8.9,1.6,4.2,5.7,"NW",59,"NNW","WNW",24,22,85,67,1004.3,1004.8,5,8,6.1,6.2,1,0
"1369",2015-07-28,"winter","Adelaide",6.9,12.5,1.8,4.2,8.6,"NE",15,"N","SE",7,2,86,64,1038,1035.1,7,1,8.6,12.1,1,0
"1371",2008-10-29,"spring","Canberra",12.5,19.9,0,8.4,5.3,"ESE",43,"ENE","ENE",11,9,63,47,1024,1022.8,3,2,14.5,18.3,0,0
"1373",2010-10-22,"spring","Canberra",6.5,23.5,0,3.6,11.4,"NW",35,"WNW","NNW",4,24,74,47,1022,1018,1,2,14.8,22.9,0,0
"1374",2017-04-24,"fall","Canberra",8.2,22.4,0,8,5.7,"NW",26,"S","WNW",6,13,99,48,1023.4,1018,8,4,11.7,21.5,0,1
"1375",2017-04-08,"fall","Adelaide",14.4,29.1,0,5.7,8.6,"N",35,"NNE","SW",9,17,31,59,1016.4,1013.4,7,6,24.4,23.5,0,1
"1376",2016-11-28,"spring","Melbourne",12.2,19.6,0.2,3,8.8,"SW",26,"SSE","SSW",4,13,77,53,1016.1,1014.2,7,6,14.6,18.6,0,0
"1378",2011-12-17,"summer","Adelaide",24.7,25.4,0,2.4,0,"NNE",56,"NNE","NE",24,28,51,62,1009.9,1005.1,7,7,25.1,24.8,0,1
"1380",2017-04-07,"fall","Canberra",3.3,21.4,0,8,7.6,"NNE",28,"SE","NE",7,15,73,35,1028.9,1025.1,1,1,13.8,20.5,0,0
"1381",2012-08-21,"winter","Canberra",-2.6,14.6,0,2,8.3,"NNW",43,"NE","NW",2,28,83,38,1021.1,1016.6,1,0,4.6,13.8,0,0
"1382",2009-04-13,"fall","Canberra",9.6,20.2,0,4,0.7,"E",31,"E","ENE",4,19,79,68,1024.4,1020.7,6,7,13.1,18.3,0,1
"1383",2009-09-21,"spring","Adelaide",8.1,17.8,0.4,10,2.8,"E",65,"ENE","ENE",15,19,47,72,1007.2,993.8,1,1,15.5,15.2,0,1
"1385",2014-09-14,"spring","Adelaide",8.8,26.5,0,8,6.8,"E",37,"NNE","N",11,15,35,23,1019.2,1013.7,6,1,19.4,26.1,0,0
"1386",2013-12-13,"summer","Sydney",18.9,26.3,0,6.8,13,"ENE",46,"ESE","ENE",9,30,63,63,1012.5,1009.8,1,1,24.3,25.1,0,0
"1387",2014-10-02,"spring","Sydney",10.4,24.9,0,7.2,11.1,"WNW",30,"W","NE",11,13,45,45,1022.1,1017.2,1,0,17.6,21.3,0,0
"1388",2009-04-26,"fall","Adelaide",9.9,16.7,18.6,5.7,7,"W",57,"SW","SW",26,24,43,60,1010.3,1011.6,2,6,13.7,14.5,1,1
"1390",2015-05-09,"fall","Sydney",11.4,21,0,2.8,10.3,"WNW",35,"W","NW",19,19,52,36,1017.1,1013.9,1,1,14.5,20.7,0,0
"1391",2013-05-09,"fall","Adelaide",19.6,29.8,0,4.2,6.8,"N",48,"NNE","N",19,15,35,24,1023.3,1021.4,7,8,25,28.9,0,0
"1392",2010-03-22,"fall","Melbourne",13.1,22.5,0,5.8,11,"S",33,"WSW","SW",17,11,64,41,1023.4,1022,3,1,13.9,21.1,0,0
"1395",2012-07-20,"winter","Canberra",-5.4,15.2,0,1.8,8.2,"SE",22,"NNW","ENE",4,6,87,38,1028.3,1026.2,0,0,0.5,14.4,0,0
"1396",2014-11-19,"spring","Melbourne",11.6,30.1,0,6,12.9,"NNW",43,"NNE","NW",9,22,61,19,1019.7,1013.5,1,5,16.1,29.2,0,0
"1397",2009-10-04,"spring","Melbourne",9.6,18.7,0,2.6,4.9,"SSE",31,"SSW","SSE",6,19,73,45,1020.5,1019,7,3,11.4,18.6,0,0
"1398",2012-09-09,"spring","Canberra",0,18.3,0,4.2,10.1,"NW",28,"W","NW",7,19,68,40,1022.9,1021.6,1,2,9.8,17.2,0,0
"1399",2015-01-01,"summer","Adelaide",15.1,37,0,2.4,5.7,"WNW",31,"SW","NNW",11,9,43,20,1012.1,1009.3,7,7,23.9,34.2,0,0
"1400",2015-05-31,"fall","Sydney",11.5,15,0,3.4,0,"W",30,"WNW","NW",11,13,78,59,1016.5,1012.3,8,7,12.1,14.5,0,0
"1401",2015-04-18,"fall","Sydney",19.7,28.6,0.4,2,5,"NW",54,"N","N",19,26,71,51,1017.8,1013.9,7,8,23.7,26.1,0,1
"1402",2015-03-21,"fall","Sydney",18.3,23.1,2,7.6,0.9,"SSE",44,"SE","SE",22,22,75,55,1024.7,1025.3,7,6,19.6,21.7,1,1
"1404",2017-05-04,"fall","Adelaide",5.8,17.6,0,2.4,6.8,"NNE",20,"ENE","WSW",6,9,49,44,1031.7,1028.5,6,3,13.2,16.6,0,0
"1405",2015-08-14,"winter","Sydney",7.9,20.4,0,4,10.5,"WSW",30,"W","E",15,19,55,38,1025.1,1023.4,1,1,11.8,18,0,0
"1406",2013-03-08,"fall","Melbourne",21.1,33,0,8.6,5.7,"SSE",30,"WNW","SSE",11,20,82,49,1019.5,1015.7,7,5,21.9,31.4,0,0
"1407",2015-04-10,"fall","Canberra",6.8,20.6,0,4.2,7.6,"S",31,"S","E",20,19,63,50,1025.6,1023.3,1,4,14.5,19.3,0,0
"1408",2011-09-28,"spring","Adelaide",13.3,21.5,6.2,4.8,5,"W",61,"ESE","WNW",9,24,93,46,1003.5,997.5,8,7,13.4,21,1,1
"1410",2011-09-24,"spring","Adelaide",7.6,16,0,5.7,4.4,"SE",31,"NNW","S",4,11,48,37,1024.6,1023.5,4,4,13.3,15.2,0,0
"1411",2011-08-30,"winter","Melbourne",5.1,15.3,0,3.6,5.7,"SSW",35,"W","SW",9,20,62,50,1025.6,1023.9,4,7,8.7,13.9,0,0
"1412",2010-11-06,"spring","Adelaide",14.2,27.9,0,4.2,8.2,"NNE",43,"NE","WNW",17,11,31,18,1014.9,1012.2,8,8,21,27.4,0,0
"1413",2017-04-03,"fall","Canberra",4.5,18.4,0,4.2,6.8,"ESE",41,"S","ESE",19,22,70,49,1030.5,1028.5,8,6,13,17.7,0,0
"1414",2013-01-18,"summer","Sydney",21.7,45.8,0,9,8.4,"S",78,"E","E",13,15,62,14,1002.9,997.9,0,3,28.9,44.7,0,0
"1415",2013-10-11,"spring","Sydney",17.9,22.1,0,13.2,10,"SSE",61,"SSE","ENE",24,19,64,49,1013.1,1012.7,5,1,18.4,20.5,0,0
"1416",2011-12-11,"summer","Melbourne",14.8,20.5,0.2,4.8,4.1,"SSE",43,"SW","S",17,28,75,55,1008,1007.5,5,3,15.7,18.6,0,1
"1417",2016-07-08,"winter","Canberra",2.8,13.2,0,2.4,6.8,"SSW",19,"SSE","SE",7,13,88,73,1022.5,1020.3,8,8,7.8,12.2,0,0
"1418",2007-12-28,"summer","Canberra",15.1,28.3,14.4,8.8,13.2,"NNW",28,"NNW","NW",6,13,73,44,1016.8,1013.4,1,5,18.3,27.4,1,0
"1419",2013-09-18,"spring","Melbourne",13.1,20.1,0,1,2.9,"W",63,"N","NNW",13,39,69,48,999.9,995.4,7,7,15.5,18.1,0,1
"1420",2008-09-11,"spring","Canberra",-2.5,16.6,0,3,9.9,"NW",31,"NE","N",4,20,68,20,1018.8,1013.9,1,1,6,16.3,0,0
"1421",2008-10-28,"spring","Adelaide",9.1,24.1,0,3.2,12.8,"ESE",43,"NNW","E",7,13,53,34,1024.4,1020.8,8,6,15.4,22.3,0,0
"1422",2016-03-29,"fall","Canberra",14.7,22.7,0,4.2,5.7,"NE",31,"SE","NNE",11,13,77,49,1017.9,1015.7,7,8,16.6,21.5,0,0
"1424",2011-02-17,"summer","Adelaide",18.9,30.9,0,7.4,7.3,"WNW",30,"SSW","WNW",9,20,75,40,1014.1,1011.7,7,4,20.9,29.6,0,1
"1426",2011-01-17,"summer","Sydney",21.4,29.8,0,8.8,9.6,"S",52,"E","SSE",13,24,65,68,1002.8,1001.5,1,6,25.8,26.3,0,0
"1427",2012-08-20,"winter","Canberra",-2.6,12,0,2.2,8.1,"N",24,"ESE","NNW",6,13,76,48,1024,1019.7,6,7,3.8,11.5,0,0
"1428",2012-10-19,"spring","Adelaide",12,22.6,0,3.4,5.7,"W",26,"NNW","SW",9,11,52,51,1013.5,1014.4,8,7,18.4,20.7,0,0
"1429",2010-11-26,"spring","Adelaide",15.3,29.5,0,3.4,10.1,"WSW",35,"WSW","WSW",6,15,71,44,1014.4,1011.3,4,7,19.7,28,0,1
"1430",2011-09-26,"spring","Canberra",-0.3,17.3,0,2.8,7.6,"ENE",31,"ENE","NE",19,15,47,37,1026.3,1021.5,2,3,11.7,15.7,0,0
"1431",2009-03-22,"fall","Adelaide",15,22.1,0,8,11.2,"WSW",41,"SSE","WSW",13,22,60,34,1017,1015.6,8,8,17,21.1,0,0
"1432",2017-04-08,"fall","Sydney",14.9,24.9,0,5,9.8,"ENE",37,"WNW","NE",13,20,68,49,1026.2,1021.4,4,4,18.4,23.1,0,0
"1433",2014-08-26,"winter","Melbourne",7.8,19.4,0,1.4,8.5,"N",22,"WSW","SSW",6,9,89,53,1028.6,1025.4,7,1,9.9,17.9,0,0
"1434",2017-05-30,"fall","Adelaide",9.7,15.1,16,2.4,8.6,"S",35,"S","SSE",7,11,71,40,1028.9,1029.3,8,1,12.2,14,1,0
"1435",2010-03-09,"fall","Canberra",15.4,22.3,3.6,6.8,10.6,"NW",44,"NW","WNW",22,24,72,53,1013.4,1013.5,3,3,16.6,21.5,1,0
"1436",2016-01-31,"summer","Adelaide",14.5,25.3,0,8,5.7,"WSW",33,"NNE","SW",7,13,72,45,1006.6,1005.8,7,6,18.6,23.7,0,0
"1437",2009-03-02,"fall","Melbourne",15.3,25.6,0,4.6,10.1,"SSE",37,"SE","E",17,9,60,46,1015.8,1011.9,7,1,17,23.8,0,0
"1438",2008-12-19,"summer","Adelaide",11.1,24.1,0,7,12.2,"ESE",39,"SE","SE",15,17,46,29,1018.2,1016.5,0,1,16.7,23.3,0,0
"1439",2009-06-30,"winter","Melbourne",13,19.4,0,4,4.8,"N",91,"NNE","N",50,52,61,50,999,989.9,7,7,15.9,18.1,0,1
"1441",2012-08-03,"winter","Sydney",6.8,18.5,0,3.6,7.7,"WNW",31,"W","NW",9,11,58,32,1017.8,1014.4,7,1,9.7,18.1,0,0
"1442",2017-03-02,"fall","Canberra",14.1,26.9,0,2.4,8.6,"ENE",35,"SSE","ENE",11,20,62,72,1018.9,1016.2,7,7,21.6,21.2,0,1
"1444",2013-10-02,"spring","Canberra",4.1,17.3,0.4,8,5.7,"NW",70,"NW","WNW",24,43,54,41,1013.3,1007.2,6,3,12.7,17.1,0,0
"1445",2017-02-08,"summer","Adelaide",18.6,42.4,0,8,8.6,"NNE",35,"NE","NNE",13,13,44,24,1011.8,1008.2,6,7,31.7,41.2,1,0
"1446",2012-10-16,"spring","Melbourne",12,20.6,0,4.4,2.8,"SW",69,"N","WNW",24,22,54,64,1011.5,1009.1,7,7,17.2,18.3,0,1
"1448",2011-12-04,"summer","Canberra",10.1,21.1,2.6,6,10.3,"S",48,"ESE","SSE",7,22,67,44,1014.4,1013,5,1,15.7,18.7,1,0
"1449",2013-10-25,"spring","Canberra",-2.3,19,0,8,8.6,"NW",50,"WNW","NW",6,33,54,31,1022.2,1018.3,6,5,9.3,17.9,0,0
"1450",2016-05-12,"fall","Sydney",13.7,24.5,0,6,9.1,"W",46,"NNW","WNW",15,22,52,35,1014.7,1013.9,2,6,17.5,23.3,0,0
"1451",2016-09-27,"spring","Canberra",3.3,14.3,1.6,2.4,8.6,"NW",52,"NW","WNW",28,28,60,47,1009.2,1009.6,8,6,10.7,12.3,1,0
"1452",2012-01-22,"summer","Melbourne",16.8,33,0,4.4,13.1,"SE",43,"ENE","ESE",6,22,70,35,1020.6,1017.8,7,2,21,32.2,0,0
"1453",2011-03-07,"fall","Melbourne",15.6,29.2,0,7.2,11.6,"N",80,"N","N",48,43,51,32,1020.7,1016.3,0,1,19.4,28.1,0,0
"1454",2011-08-18,"winter","Sydney",10.9,18.9,5.6,2.2,9.7,"NNW",50,"NW","W",28,30,69,27,1008.4,1008.7,8,8,12.9,17.9,1,0
"1455",2016-01-12,"summer","Canberra",18.7,37.9,0,4.2,5.7,"E",48,"N","WNW",7,26,37,17,1011.2,1010.5,7,4,27.1,36.1,0,0
"1456",2014-08-05,"winter","Melbourne",4.4,16.8,14.2,2.4,2.8,"N",35,"N","WSW",13,24,61,47,1033.4,1031.7,6,7,10.7,15.7,1,0
"1457",2013-07-18,"winter","Adelaide",11.3,15.4,14.2,2.2,1.2,"NNW",76,"NNE","N",22,35,63,66,1001.4,999.9,6,6,13.6,15.2,1,1
"1458",2011-08-21,"winter","Melbourne",6.1,21.4,0,2.2,9.6,"N",30,"N","WNW",22,13,73,35,1036.4,1034.4,7,7,9.3,20.3,0,0
"1459",2017-02-25,"summer","Melbourne",13.7,19.4,0,6,11.8,"SSW",35,"SE","SSW",15,15,58,52,1025.2,1022.3,6,1,15.9,18.2,0,0
